age_sec,anchor_count,block,captured_at,client,geometry_version,host,kind,module_id,observation_count,position_event_id,protocol,received_at,rms_m,sigma_m,slot_id,tag_id,topic,uptime_ms,x_m,y_m,truth_x_m,truth_y_m,error_m,comparison_valid,exclusion_reason
0.009945392608642578,4,flex_1,1785085452.2443016,192.168.50.198:54210,47,uwb-module-1,local_position,1,12,7956,flextdoa,1785085452.2355158,0.112,0.031,19955,1,uwb.flex_tdoa.position,66220,1.596,1.467,1.5175,1.46675,0.0785003980881626,1,
0.015048742294311523,4,flex_1,1785085452.2819908,192.168.50.198:54210,47,uwb-module-1,local_position,1,12,7958,flextdoa,1785085452.2687066,0.069,0.019,19963,1,uwb.flex_tdoa.position,66240,1.533,1.439,1.5175,1.46675,0.03178541332120745,1,
0.0108489990234375,4,flex_1,1785085452.355304,192.168.50.198:54210,47,uwb-module-1,local_position,1,12,7965,flextdoa,1785085452.346015,0.053,0.015,19991,1,uwb.flex_tdoa.position,66330,1.506,1.485,1.5175,1.46675,0.02157110335611058,1,
0.010613203048706055,4,flex_1,1785085452.3920155,192.168.50.198:54210,47,uwb-module-1,local_position,1,12,7968,flextdoa,1785085452.382581,0.089,0.024,20003,1,uwb.flex_tdoa.position,66370,1.534,1.447,1.5175,1.46675,0.02573543277273565,1,
0.008859395980834961,4,flex_1,1785085452.4243968,192.168.50.198:54210,47,uwb-module-1,local_position,1,12,7971,flextdoa,1785085452.4168859,0.096,0.026,20015,1,uwb.flex_tdoa.position,66400,1.516,1.45,1.5175,1.46675,0.016817030058842185,1,
0.009781837463378906,4,flex_1,1785085452.4595168,192.168.50.198:54210,47,uwb-module-1,local_position,1,12,7974,flextdoa,1785085452.4508379,0.107,0.029,20027,1,uwb.flex_tdoa.position,66440,1.544,1.454,1.5175,1.46675,0.029407694571319243,1,
0.004743814468383789,4,flex_1,1785085452.4917576,192.168.50.198:54210,47,uwb-module-1,local_position,1,12,7977,flextdoa,1785085452.4883537,0.123,0.034,20039,1,uwb.flex_tdoa.position,66470,1.515,1.419,1.5175,1.46675,0.047815400238835154,1,
0.008625030517578125,4,flex_1,1785085452.5244749,192.168.50.198:54210,47,uwb-module-1,local_position,1,12,7979,flextdoa,1785085452.5170338,0.077,0.021,20047,1,uwb.flex_tdoa.position,66500,1.496,1.446,1.5175,1.46675,0.029879968206141135,1,
0.006281375885009766,4,flex_1,1785085452.5549734,192.168.50.198:54210,47,uwb-module-1,local_position,1,12,7982,flextdoa,1785085452.5493755,0.092,0.025,20059,1,uwb.flex_tdoa.position,66530,1.527,1.478,1.5175,1.46675,0.014724554322627106,1,
0.0050318241119384766,4,flex_1,1785085452.619216,192.168.50.198:54210,47,uwb-module-1,local_position,1,12,7987,flextdoa,1785085452.6153026,0.086,0.023,20079,1,uwb.flex_tdoa.position,66600,1.524,1.431,1.5175,1.46675,0.03633610463437152,1,
0.011158227920532227,4,flex_1,1785085452.6496546,192.168.50.198:54210,47,uwb-module-1,local_position,1,12,7989,flextdoa,1785085452.6392941,0.081,0.022,20087,1,uwb.flex_tdoa.position,66620,1.516,1.433,1.5175,1.46675,0.03378331688866557,1,
0.005172252655029297,4,flex_1,1785085452.6847262,192.168.50.198:54210,47,uwb-module-1,local_position,1,12,7993,flextdoa,1785085452.6806765,0.075,0.021,20103,1,uwb.flex_tdoa.position,66670,1.479,1.462,1.5175,1.46675,0.0387919128169777,1,
0.004538297653198242,4,flex_1,1785085452.7173667,192.168.50.198:54210,47,uwb-module-1,local_position,1,12,7995,flextdoa,1785085452.7140098,0.052,0.014,20111,1,uwb.flex_tdoa.position,66700,1.54,1.494,1.5175,1.46675,0.03533854128285431,1,
0.011395692825317383,4,flex_1,1785085452.7523863,192.168.50.198:54210,47,uwb-module-1,local_position,1,12,7998,flextdoa,1785085452.7421448,0.114,0.031,20123,1,uwb.flex_tdoa.position,66720,1.562,1.474,1.5175,1.46675,0.045086721992178565,1,
0.0002865791320800781,4,flex_1,1785085452.7867105,192.168.50.198:54210,47,uwb-module-1,local_position,1,12,8002,flextdoa,1785085452.787683,0.054,0.015,20139,1,uwb.flex_tdoa.position,66770,1.55,1.47,1.5175,1.46675,0.03266209576864287,1,
0.0050411224365234375,4,flex_1,1785085452.820486,192.168.50.198:54210,47,uwb-module-1,local_position,1,12,8004,flextdoa,1785085452.8162374,0.065,0.018,20147,1,uwb.flex_tdoa.position,66800,1.528,1.466,1.5175,1.46675,0.010526751635713606,1,
0.006981611251831055,4,flex_1,1785085452.8539603,192.168.50.198:54210,47,uwb-module-1,local_position,1,12,8007,flextdoa,1785085452.8478732,0.113,0.031,20159,1,uwb.flex_tdoa.position,66830,1.55,1.478,1.5175,1.46675,0.03439204123049398,1,
