capture_id,protocol,motion,position_stream,gps_time,uwb_time,delta_ms,uwb_east_m,uwb_north_m,rtk_east_m,rtk_north_m,error_east_m,error_north_m,error_m,gps_fix_age_ms,gps_speed_mps,position_sigma_m,position_rms_m,geometry_version,alignment_version,alignment_exact_version,alignment_age_s,debiased_error_m
flextdoa_final_dynamic_20260812,flextdoa,dynamic,raw,1786563153.4747043,1786563153.4743526,-0.3516674041748047,-2.354902126992271,2.3956553414629953,-1.9364800121490529,1.321552540457959,-0.4184221148432181,1.0741028010050364,1.1527245522312501,,1.492,0.139,0.139,100,100,True,0.1197516918182373,0.6681007075118799
flextdoa_final_dynamic_20260812,flextdoa,dynamic,raw,1786563153.594567,1786563153.5941544,-0.4127025604248047,-2.501649657149069,2.2902505863858185,-2.090323377137099,1.218544184963458,-0.4113262800119699,1.0717064014223605,1.1479302764010326,,1.44,0.117,0.117,100,100,True,5.0067901611328125e-05,0.6667393019220879
flextdoa_final_dynamic_20260812,flextdoa,dynamic,raw,1786563153.722464,1786563153.7197435,-2.7205944061279297,-2.6503040811687164,2.1774726531746325,-2.2369092284515637,1.1139801450644609,-0.4133948527171527,1.0634925081101716,1.141013417563308,,1.492,0.165,0.165,100,100,True,0.1256392002105713,0.6749364889130365
flextdoa_final_dynamic_20260812,flextdoa,dynamic,raw,1786563153.888128,1786563153.8877199,-0.408172607421875,-2.79522584271015,2.0733588547052264,-2.384212857640035,1.0111940311860899,-0.41101298507011474,1.0621648235191365,1.1389143015247831,,1.44,0.147,0.147,100,100,True,0.29361557960510254,0.6749658178402235
flextdoa_final_dynamic_20260812,flextdoa,dynamic,raw,1786563154.07332,1786563154.0734556,0.13566017150878906,-2.9187251323521215,1.9482432063716617,-2.5209891159077378,0.9139639297633076,-0.3977360164443837,1.0342792766083542,1.1081189289956865,,1.44,0.121,0.121,100,100,True,0.479351282119751,0.6936273930847622
flextdoa_final_dynamic_20260812,flextdoa,dynamic,raw,1786563154.095696,1786563154.1038969,8.200883865356445,-3.0641226238035326,1.8207890205650088,-2.6659799253819916,0.8261790494137974,-0.39814269842154104,0.9946099711512114,1.0713386966873735,,1.338,0.125,0.125,100,100,True,0.48369812965393066,0.7295613253139593
flextdoa_final_dynamic_20260812,flextdoa,dynamic,raw,1786563154.2290313,1786563154.2286375,-0.39386749267578125,-3.1794004438888956,1.7080591478765017,-2.809933949814086,0.7357272886438961,-0.3694664940748096,0.9723318592326056,1.0401609177058455,,1.338,0.148,0.148,100,100,True,0.35895752906799316,0.7384888980150692
flextdoa_final_dynamic_20260812,flextdoa,dynamic,raw,1786563154.3435168,1786563154.3487442,5.227327346801758,-3.3302642196114647,1.5898850340667092,-2.9678447278568605,0.6472756970099468,-0.3624194917546042,0.9426093370567624,1.0098813050602802,,1.389,0.13,0.13,100,100,True,0.23885083198547363,0.7635395377948627
flextdoa_final_dynamic_20260812,flextdoa,dynamic,raw,1786563154.5294335,1786563154.5617619,32.32836723327637,-3.455972860956358,1.4593732051345345,-3.126712550605952,0.5650468417069853,-0.3292603103504059,0.8943263634275492,0.9530120651353741,,1.44,0.129,0.129,100,100,True,0.0258331298828125,0.7982671390267266
flextdoa_final_dynamic_20260812,flextdoa,dynamic,raw,1786563154.588075,1786563154.5876698,-0.4050731658935547,-3.5452842941891882,1.3951278325860175,-3.27465424115303,0.4761507750161039,-0.2706300530361583,0.9189770575699135,0.9579976294053185,,1.44,0.131,0.131,100,100,True,7.486343383789062e-05,0.7587276369813774
flextdoa_final_dynamic_20260812,flextdoa,dynamic,raw,1786563154.7541585,1786563154.7544973,0.3387928009033203,-3.6926958221237447,1.3139007346937541,-3.3971547445720165,0.3964776714789854,-0.2955410775517282,0.9174230632147687,0.9638514436565452,,1.389,0.152,0.152,100,100,True,0.1669023036956787,0.7665396886200765
flextdoa_final_dynamic_20260812,flextdoa,dynamic,raw,1786563154.8404605,1786563154.8530343,12.573719024658203,-3.8259028531498727,1.1266018108174958,-3.5319371902002112,0.31669345559718676,-0.2939656629496614,0.809908355220309,0.8616074250197129,,1.183,0.121,0.121,100,100,True,0.2654392719268799,0.8702219429088607
flextdoa_final_dynamic_20260812,flextdoa,dynamic,raw,1786563155.0334818,1786563155.0330665,-0.4153251647949219,-3.9405867791300278,0.996765001238014,-3.655314979619862,0.22890858392154545,-0.2852717995101659,0.7678564173164686,0.8191358112119449,,1.235,0.147,0.147,100,100,True,0.44547152519226074,0.9092479400819751
