anchor_id,samples,rate_hz,mean_m,median_m,std_cm,robust_sigma_cm,min_m,max_m,peak_to_peak_cm,reference_distance_m,reference_bias_cm,reference_rmse_cm,reference_p95_abs_cm
2,932,15.533021633786953,2.2314731759656654,2.231,1.0384774103907903,1.0378200000000175,2.189,2.269,8.000000000000007,2.145821360808024,8.565181515764117,8.627839394102352,10.2628639191976
3,962,16.02790752451488,2.206462577962578,2.207,1.068317517635812,1.0378200000000175,2.177,2.237,6.000000000000005,2.2036431908319463,0.28193871306317314,1.1043574473261857,2.062887174875179
4,961,16.02776829528538,2.204304890738814,2.206,1.3648628861748644,1.3343399999999845,2.156,2.243,8.699999999999974,2.118321933158414,8.598295758039976,8.705837248107025,10.767806684158598
5,962,16.025373444237193,2.216099792099792,2.215,1.7002124491062705,1.630859999999952,2.158,2.269,11.100000000000021,2.2206722658915705,-0.45724737917783836,1.7597706182767803,3.4672265891570575
