anchor_id,samples,rate_hz,mean_m,median_m,std_cm,robust_sigma_cm,min_m,max_m,peak_to_peak_cm,reference_distance_m,reference_bias_cm,reference_rmse_cm,reference_p95_abs_cm
2,2608,14.492867496594776,2.2307684049079755,2.23,1.206589306421454,1.186080000000001,2.165,2.28,11.499999999999977,2.145821360808024,8.494704409995139,8.579936045210063,10.517863919197579
3,2620,14.552352677871495,2.2050610687022902,2.206,1.1573432549280738,1.186080000000001,2.17,2.241,7.100000000000017,2.2036431908319463,0.1417877870343831,1.1657769719534572,2.3356809168053605
4,2620,14.553541008159057,2.198270992366412,2.199,1.2794877677280645,1.3343400000000505,2.156,2.236,8.000000000000007,2.118321933158414,7.994905920799823,8.09660328700227,9.867806684158609
5,2620,14.553947454369471,2.21655572519084,2.216,1.813738735890596,1.7791200000000014,2.16,2.294,13.39999999999999,2.2206722658915705,-0.4116540700730793,1.859529963340448,3.5672265891570465
