anchor_id,samples,rate_hz,mean_m,median_m,std_cm,robust_sigma_cm,min_m,max_m,peak_to_peak_cm,reference_distance_m,reference_bias_cm,reference_rmse_cm,reference_p95_abs_cm
2,293,2.44731926879701,2.2220716723549487,2.221,1.3619774966527796,1.4826000000000343,2.183,2.254,7.100000000000017,2.1213203435596424,10.075132879530644,10.166462228455245,12.267965644035783
3,293,2.4474305001381493,2.208641638225256,2.209,1.609936738458191,1.7791200000000014,2.166,2.251,8.499999999999996,2.1213203435596424,8.73212946656136,8.878802580312447,11.26796564403576
4,293,2.447355821667202,2.192692832764505,2.193,1.8561297463359268,1.9273799999999852,2.138,2.24,10.200000000000031,2.1213203435596424,7.1372489204862735,7.373857970306473,10.007965644035762
5,292,2.4473762373543893,2.212277397260274,2.211,1.7415730419787192,1.630859999999952,2.166,2.295,12.9,2.1213203435596424,9.09570537006316,9.260375024301409,11.967965644035772
