received_at,slot_id,x_m,y_m,observation_count
1785529372.5907235,6968,1.4995105074232928,1.5515534337515566,10
1785529372.590796,6966,1.5032150530121182,1.5521017543473794,10
1785529372.590894,6967,1.508600933408446,1.547645037089687,10
1785529372.5917869,6969,1.5043687098000127,1.5439527437149676,11
1785529372.5918202,6971,1.5044045353598128,1.5455466366773318,11
1785529372.591881,6972,1.5044301881112325,1.5431631609054974,11
1785529372.591933,6974,1.5068784040171581,1.5452994481328735,11
1785529372.5919561,6976,1.5070812888121137,1.545122739295041,11
1785529372.5919747,6975,1.5071388253143994,1.537098510495245,11
1785529372.6015453,6978,1.50643816203747,1.5370930971416705,11
1785529372.6017907,6979,1.5073421194155956,1.5363055385531459,11
1785529372.601883,6980,1.5072769980185732,1.5334692444919882,11
1785529372.6032917,6984,1.5072488742089227,1.5384956231398554,11
1785529372.6076198,6985,1.5068486239405474,1.5384965905571077,11
1785529372.6133022,6987,1.506820290824215,1.5417576385177416,11
1785529372.6133022,6988,1.517502609181648,1.5324476623071874,11
1785529372.629964,6989,1.5226239208083918,1.5325127769429214,11
1785529372.6612222,6991,1.5175965753701948,1.5368936672519395,11
1785529372.6613054,6993,1.5226019846764418,1.5412640931323203,11
1785529372.6613493,6994,1.5228346449200574,1.5412660313153232,12
1785529372.6613717,6995,1.5228183408280838,1.540465934350271,12
1785529372.661421,6997,1.5238644508272445,1.5404644950129573,12
1785529372.6614428,6998,1.525643144726552,1.542243792781857,12
1785529372.6614604,7000,1.5081733985440902,1.5597271513583124,12
1785529372.6622014,7001,1.5101547774055175,1.5597474250836934,12
1785529372.6638937,7002,1.5139642883451925,1.5597563556429492,12
1785529372.6681738,7003,1.5170386471213495,1.5566788956416047,12
1785529372.6760294,7007,1.5169306935010216,1.5519651606060976,12
1785529372.7046084,7008,1.5169398248395656,1.5512617299593203,12
1785529372.7060146,7010,1.5148986332905672,1.549218980883937,12
1785529372.706124,7011,1.5148899716435091,1.5499227448259543,12
1785529372.7061546,7012,1.5192893387673105,1.545520472957397,12
1785529372.7062354,7013,1.5192894242958617,1.5455203892255827,12
1785529372.7062912,7014,1.5150255267011208,1.5455240968486215,12
1785529372.7134693,7018,1.5162812423965182,1.5455379518686982,12
1785529372.7177155,7019,1.5162852702893899,1.5458046355592883,12
1785529372.7274644,7021,1.5169830366926678,1.545804962750176,12
1785529372.7299097,7022,1.5083601461612863,1.5371775731543442,12
1785529372.7532713,7025,1.5083598226811274,1.5371772451812802,12
1785529372.7749271,7023,1.5083587196525121,1.537265404628331,12
1785529372.776329,7030,1.5070172452943131,1.53725416388667,12
1785529372.7764888,7031,1.507003051675623,1.536456581734966,12
1785529372.776526,7032,1.50698640305927,1.5386614842091584,12
1785529372.7765808,7034,1.5144427781228875,1.5461220853107083,12
1785529372.7766023,7036,1.5230643964145782,1.5374967596929348,12
1785529372.7766495,7035,1.5230814430815884,1.5352160032402227,12
1785529372.7946546,7038,1.5181907299933384,1.5352203334743622,12
1785529372.8031993,7039,1.5168946499528972,1.5326669721798403,11
1785529372.8412516,7040,1.517003768460942,1.538583141041871,12
1785529372.8447728,7044,1.5170113386433943,1.537001394695173,12
1785529372.8448749,7045,1.5140439186606804,1.53699109222928,12
1785529372.8449044,7047,1.514018010512189,1.542182291347615,12
1785529372.8449507,7049,1.5064013382746682,1.5421095246459293,12
1785529372.844986,7050,1.5140679891291664,1.542111251015775,12
1785529372.8450048,7051,1.51177598440437,1.5444046054486282,12
1785529372.845019,7055,1.5117452618958065,1.5425405890316,12
1785529372.8450544,7056,1.5117198248567574,1.5444780508230644,12
1785529372.8464017,7057,1.510762265878598,1.544480488300064,12
1785529372.8495872,7058,1.5100543576089263,1.5437721486245068,12
1785529372.8838935,7064,1.5088025805970755,1.542694206671174,11
1785529372.884269,7059,1.5081095830970253,1.5374548261268393,11
1785529372.8843064,7063,1.5102239370676465,1.5353393965732547,11
1785529372.8971338,7066,1.5042725154736916,1.534459864879162,11
1785529372.8972077,7065,1.500664062628964,1.530850148358727,12
1785529372.8972335,7067,1.5006595134485783,1.5304080308228718,12
1785529372.90182,7073,1.5117285533309561,1.5304648555574663,12
1785529372.91405,7077,1.5225618196481867,1.5413014400352938,12
1785529372.91405,7078,1.5295503900757412,1.5414018700405734,12
1785529372.9653542,7082,1.5323090866624498,1.544161018842174,12
1785529372.9817977,7085,1.5229434347535087,1.549611218906208,11
1785529372.981885,7089,1.5180555672563638,1.5447210135771163,11
1785529372.9819424,7090,1.5134627488496744,1.5453268230195447,11
1785529372.9825358,7092,1.5140833136076461,1.5412188548702086,11
1785529372.9826453,7094,1.506706697246755,1.5338384147958888,11
1785529372.9826784,7097,1.5089945727665552,1.5335330970105996,11
1785529373.0097032,7095,1.5095316580579605,1.5298350378611378,11
1785529373.0338511,7102,1.5039224202470132,1.5305806906956492,11
1785529373.0370753,7104,1.5042063258489193,1.528625385004269,11
1785529373.0372114,7106,1.511055188499994,1.535476529631557,11
1785529373.0372334,7109,1.5090783619434298,1.5357389101527792,11
1785529373.0372996,7107,1.5077297306776147,1.5446903188193573,11
1785529373.04202,7114,1.51430706119509,1.5438056442098378,11
1785529373.0422359,7115,1.5142673988668873,1.5441158243798967,11
1785529373.0526414,7117,1.5143741882196964,1.5440998111751998,10
1785529373.059554,7118,1.5099270285573,1.5403669904886081,10
1785529373.104904,7122,1.5117800198579776,1.5315867939916683,9
1785529373.1061358,7123,1.5183759424301246,1.5240314315303676,10
1785529373.1084266,7125,1.5183760892987015,1.5240312614634692,10
1785529373.1085515,7127,1.5172541623622713,1.5327628654822603,10
1785529373.108588,7128,1.516749564385566,1.5362481047490355,10
1785529373.108647,7130,1.517008505038397,1.5365597559857185,10
1785529373.1086755,7132,1.5190845629027288,1.5341835019159824,11
1785529373.108702,7131,1.5190819891269443,1.5344851374339539,11
1785529373.1087515,7136,1.5191193799152969,1.5366135153095057,12
1785529373.109649,7135,1.5132310597481313,1.5425044632140992,12
1785529373.1132195,7137,1.5074551793121536,1.5367261471766427,12
1785529373.1228573,7139,1.5074085986089778,1.533978412237289,12
1785529373.1231275,7140,1.5073832926283848,1.5372411692632,12
1785529373.1437788,7141,1.51035052948806,1.5372414453636891,12
1785529373.1740696,7143,1.5103581876650476,1.5364485575737494,12
1785529373.1749518,7142,1.5163838460404608,1.5424769761767279,12
1785529373.1750374,7148,1.51638760705801,1.5427437053961082,12
1785529373.1750689,7146,1.5075040004688547,1.5427408193642387,12
1785529373.1750946,7147,1.5060104638204317,1.544234956396526,12
1785529373.175146,7151,1.5061231156451842,1.5492856082187216,12
1785529373.1751926,7153,1.5090777577935315,1.5492992526773945,12
1785529373.1762278,7152,1.5090830341245716,1.548770382647395,12
1785529373.1791182,7154,1.5100614711299911,1.5497495545590565,12
1785529373.1919217,7158,1.5136239011714414,1.5497570034869523,12
1785529373.236724,7165,1.5066732045969016,1.5497343738754132,12
1785529373.2411346,7164,1.5012855963369856,1.5480982540413357,11
1785529373.2411883,7166,1.5028174830880792,1.5494350016435985,11
1785529373.2412763,7170,1.4980281484347744,1.5493998281786576,11
1785529373.2413526,7173,1.5107195224634928,1.560471739001721,11
1785529373.2424126,7174,1.50999546611907,1.5604642426750266,11
1785529373.2424934,7175,1.509915934156362,1.5579792547365057,11
1785529373.2535174,7176,1.5099504114280575,1.5551590849326316,11
1785529373.2537818,7178,1.4995144529715971,1.5460524884286067,11
1785529373.2590134,7179,1.499534885275187,1.5431340465948788,11
1785529373.2590134,7180,1.4970222703638822,1.5453215745357376,11
1785529373.2911084,7184,1.497170127813136,1.5503577337130017,11
1785529373.3054495,7182,1.510138643154093,1.5504618641019348,11
1785529373.3054495,7183,1.5074202309093003,1.5528288868194526,11
1785529373.3055668,7187,1.5073608700899814,1.5507012334666306,11
1785529373.3059177,7188,1.5073294738418839,1.5531707503017376,11
1785529373.3061073,7190,1.51090302359767,1.5562871501954085,11
1785529373.3061392,7192,1.5174581212850926,1.550581107717422,11
1785529373.3062327,7191,1.5174705471090328,1.5495261174108323,11
1785529373.3062594,7196,1.5174424163816609,1.5484587170231079,11
