received_at,frame_id,x_m,y_m,observation_count
1785529237.163132,18117,1.4958962032494787,1.599893936584552,2
1785529237.167273,18120,1.472496966268421,1.5062003241507023,3
1785529237.1785672,18121,1.4445675521851509,1.5145776179561727,2
1785529237.1901562,18122,1.479981458125158,1.5406340430612955,3
1785529237.231764,18124,1.447555814500317,1.545317113769841,3
1785529237.2318728,18125,1.456630932435401,1.5327590513313127,2
1785529237.2334712,18126,1.4230636308458535,1.4662265113159967,2
1785529237.2479782,18128,1.4766078243953393,1.5515643557075713,3
1785529237.2910354,18129,1.5388305577147812,1.5501492415649667,2
1785529237.295581,18130,1.4559968923253186,1.5298947813233663,3
1785529237.2957091,18131,1.4929322936645988,1.5014175898569304,2
1785529237.295798,18132,1.4582495302965255,1.5341318324253603,3
1785529237.2973447,18133,1.4654954529190156,1.5751322501293543,3
1785529237.3188677,18135,1.4821345129125447,1.5545780726884673,3
1785529237.4092326,18136,1.4200476184004784,1.6090012132103295,2
1785529237.409748,18137,1.4775407134299043,1.5224592865700963,2
1785529237.454456,18139,1.4878963042949844,1.520589480929523,2
1785529237.4546444,18140,1.5421259826931166,1.4783847422750325,2
1785529237.4547288,18142,1.477826341150233,1.5343953532339654,2
1785529237.455849,18144,1.449888609832739,1.5346277616500896,3
1785529237.4559276,18146,1.483005051284363,1.504266707343405,2
1785529237.45598,18148,1.4418563515053011,1.5818678815291092,2
1785529237.4636471,18149,1.4608656453487017,1.5481238737980036,3
1785529237.4643128,18150,1.4479680909895913,1.5130618735256443,3
1785529237.518228,18152,1.462105356648543,1.5230423378895366,2
1785529237.5188744,18153,1.502782189361411,1.549458313824008,2
1785529237.5189757,18154,1.4772711059788664,1.5133337277486019,2
1785529237.686044,18156,1.4313522847302966,1.5642885002111688,2
1785529237.6861598,18168,1.478901770308437,1.4836215239015682,2
1785529237.746983,18172,1.4612795583883202,1.5321040001317332,3
1785529237.7478673,18173,1.4817970102000115,1.5605473201153248,3
1785529237.748242,18174,1.4818817805735336,1.5738215215799793,2
1785529237.7483506,18177,1.4241852459630533,1.5227531192891903,2
1785529237.7707987,18180,1.4397492323445509,1.5630815839146472,2
1785529237.8234365,18183,1.4804493395254992,1.5379388119789514,2
1785529237.8256683,18184,1.3970935727250382,1.5724489326027533,2
1785529237.8257554,18185,1.4697556137232257,1.516100563202472,2
1785529237.8369257,18187,1.4501481866506332,1.5215691470230255,2
1785529237.8476968,18188,1.4950478783324745,1.4985881561951084,2
1785529237.900651,18189,1.501385435702362,1.5629386599438355,3
1785529237.9012206,18191,1.4585007618482142,1.5351332011972125,2
1785529237.902738,18192,1.4685987116595167,1.5398889652227346,2
1785529237.9028916,18193,1.4284835284146684,1.533143902828615,2
1785529237.9056537,18194,1.4387141738754838,1.5175979572072185,3
1785529237.9611244,18196,1.4497261507023773,1.538247802002823,2
1785529237.9612572,18197,1.4871353605992461,1.5578400520669313,3
1785529237.9613204,18198,1.4658660405806092,1.5450625257314494,2
1785529237.96624,18199,1.4939413758521873,1.5065404775157711,3
1785529237.9686956,18200,1.5098831748645754,1.5049660874820587,2
1785529238.0179024,18201,1.4636290389709223,1.5384940411030343,3
1785529238.0181391,18202,1.4900210587736966,1.5239625529704612,2
1785529238.0185997,18203,1.470286927004567,1.505726229319014,3
1785529238.0188174,18204,1.4691511208137469,1.5175569479034303,3
1785529238.03129,18206,1.454981123469459,1.4839785022984529,2
1785529238.0641322,18208,1.5310878677368442,1.4299991828075769,2
1785529238.1092846,18209,1.4880774580869753,1.5246514098204382,2
1785529238.1096456,18212,1.4984673547526626,1.5088839248829,3
1785529238.1345162,18216,1.435383629466154,1.5592439438208938,3
1785529238.1811337,18217,1.4892279129608017,1.5931126402117657,3
1785529238.1813905,18220,1.4920937350796604,1.5357781831278847,3
1785529238.1816213,18221,1.508612619453613,1.5446807558938276,2
1785529238.1857493,18222,1.4807176687212662,1.5562574340857227,3
1785529238.2099934,18223,1.487449739310025,1.5594991384369417,3
1785529238.2102692,18224,1.4468275917285052,1.5301705790203448,3
1785529238.2236702,18225,1.452266999347928,1.5661310148079213,2
1785529238.2581236,18226,1.506975302384187,1.5409207538277858,2
1785529238.2582886,18229,1.4691636336393448,1.5378681166434698,3
1785529238.2819722,18230,1.5330608248686501,1.5790548585443243,2
1785529238.319346,18231,1.492888703601503,1.517011111357013,2
1785529238.320592,18232,1.4528373574586648,1.5139217345054639,2
1785529238.3206458,18233,1.446091907386103,1.5486225498159978,2
1785529238.3390415,18234,1.5116979803489716,1.5817355129678436,2
1785529238.3431523,18236,1.4671050872337124,1.533573126364612,2
1785529238.3441827,18237,1.433443191268987,1.5197616761504091,3
1785529238.4374044,18239,1.393786238367004,1.6040872355304765,2
1785529238.4384582,18240,1.4778715858289853,1.5250732509962246,3
1785529238.4385996,18243,1.4411458482623658,1.5477031708858948,3
1785529238.4395454,18244,1.4345573819342297,1.5831419569793528,2
1785529238.4395914,18245,1.448909231576871,1.5312843161566396,2
1785529238.4396665,18246,1.4698595520915563,1.5264281379145581,2
1785529238.4453232,18248,1.4552285852988407,1.5627107394031883,2
1785529238.4803166,18249,1.4571916077633449,1.52300463848006,2
1785529238.4825423,18250,1.4028888372638038,1.4722453319807853,2
1785529238.4902735,18251,1.474561388112669,1.497860615675919,2
1785529238.5524209,18254,1.4943338115093334,1.504940413509412,2
1785529238.5525067,18255,1.4886056202612978,1.5212944623560194,2
1785529238.552579,18256,1.4695971259257326,1.5503304469496346,3
1785529238.5531194,18257,1.4770544778866534,1.5505309573387422,2
1785529238.5598626,18259,1.443853830111568,1.5661349828939057,3
1785529238.601295,18260,1.472005194576471,1.5449703867723776,2
1785529238.6017494,18262,1.4529007863035297,1.517957680232817,2
1785529238.601865,18263,1.5402057201752395,1.4923253347028804,2
1785529238.6228018,18264,1.4896071258422094,1.552548689016588,3
1785529238.6847382,18266,1.450852275286795,1.5319736728177695,3
1785529238.6852598,18269,1.4358706281095477,1.5108357800613008,2
1785529238.685306,18270,1.4805830856366953,1.5505904383016462,2
1785529238.6853712,18271,1.4511322519261431,1.5388139853135139,2
1785529238.7248452,18273,1.4762067060435664,1.557848929218302,3
1785529238.735914,18274,1.494990482276212,1.536004864772897,2
1785529238.741234,18276,1.504196830466646,1.532574367356841,2
1785529238.7475533,18277,1.4502970435196165,1.5154772156550143,3
1785529238.7975569,18280,1.430755852749704,1.6043079848000668,3
1785529238.7976727,18281,1.4485113820548197,1.5333657452966907,2
1785529238.7977738,18282,1.4523851226669604,1.5111020183242334,3
1785529238.8106754,18284,1.4713685066381306,1.5490746836021418,3
1785529238.856984,18285,1.4740467117299878,1.5242513012560834,2
1785529238.8576446,18286,1.4631925676325006,1.502863339137574,2
1785529238.8577049,18288,1.5186486196706253,1.5426952761631174,2
1785529238.859362,18289,1.489546670584209,1.5436927614360323,2
1785529238.9153068,18291,1.4549218389446443,1.535175124530033,2
1785529238.917081,18292,1.492382839372401,1.5246958499432897,3
1785529238.9171953,18294,1.4752388397111413,1.5014025835555336,2
1785529238.9274304,18296,1.507812057026104,1.4950013025719744,3
1785529238.9779325,18297,1.517052523242071,1.5904396903226317,3
1785529238.9780972,18301,1.4471911750804451,1.5270971779964804,2
1785529238.9849777,18302,1.49850160347865,1.5777721228177397,3
1785529238.999574,18303,1.4414387438910121,1.5786205323458398,2
1785529239.0366688,18304,1.4698655940113723,1.5435734887371257,2
1785529239.036766,18305,1.4569022154026576,1.5515872912170086,2
1785529239.0549228,18308,1.4615604731646124,1.5329890891919982,3
1785529239.0652382,18310,1.4847210286860724,1.5540232746287057,2
1785529239.075825,18311,1.5112846028697924,1.492251002193687,2
1785529239.119228,18312,1.4454396186334844,1.5678621931914944,3
1785529239.1196265,18314,1.4635978809422026,1.5873594473725403,2
1785529239.1318107,18316,1.4996943355235552,1.505458893591407,3
1785529239.138047,18317,1.4784783008554385,1.5404536409450427,3
1785529239.186697,18319,1.4985730597943911,1.5268839178820695,2
1785529239.186729,18320,1.4999999999009928,1.5608236855913622,2
1785529239.186795,18321,1.4507976075436775,1.5158383939683406,3
1785529239.1986225,18323,1.4924487260144035,1.523306068444945,3
1785529239.2593,18324,1.4551572219311635,1.616363656511473,2
1785529239.2614522,18325,1.423816291250094,1.5358505216055256,2
1785529239.2616603,18327,1.470133028725995,1.5621835572456826,3
1785529239.2618053,18328,1.468866019175799,1.5617339940910346,3
1785529239.265716,18329,1.4268506725918173,1.5455505837027692,2
1785529239.2760909,18331,1.414281822285166,1.5203730288482484,2
1785529239.288929,18332,1.4211075457501958,1.5731254004841098,3
1785529239.3022902,18333,1.4716443492253317,1.5542891859928736,3
1785529239.304722,18334,1.474489634078728,1.5063100909914264,2
1785529239.3536177,18335,1.434381606948254,1.5072274078568186,2
1785529239.3542864,18336,1.4900887410097077,1.5035472339015588,2
1785529239.3544173,18338,1.4794785422344,1.5652446265942235,3
1785529239.3545556,18339,1.482641788354964,1.5547722920248266,2
1785529239.3682985,18340,1.4425583317613,1.524749898570096,3
1785529239.3851876,18341,1.4178826079662288,1.520132355322064,3
1785529239.4372656,18343,1.4874846658252179,1.5237971334723042,3
1785529239.437598,18344,1.4557309492485315,1.547097650693376,3
1785529239.4407094,18345,1.4574112631947684,1.4888456704716078,2
1785529239.4408715,18347,1.4373345139551221,1.546937573254682,2
1785529239.4481626,18348,1.4859831928609435,1.5267459036112758,2
1785529239.4616976,18349,1.4700658161613855,1.47643078922359,2
1785529239.5166628,18351,1.4607406506294698,1.5474194391776368,3
1785529239.5168123,18352,1.4916941114002435,1.54231679106723,3
1785529239.5168824,18353,1.4965809063121533,1.5870161475495586,3
1785529239.5169334,18354,1.4643610502637379,1.5237584858202764,2
1785529239.6743414,18357,1.5093215349254316,1.5418531790661096,2
1785529239.6869607,18372,1.4937030261970214,1.5317548657011366,2
1785529239.733724,18374,1.4843271739148367,1.557976905192251,3
1785529239.7338324,18375,1.5042948957472548,1.536719693310037,2
1785529239.7339776,18376,1.5021073572543262,1.5198133347654572,2
1785529239.7429447,18377,1.461820608488681,1.5479817409504935,3
1785529239.7463663,18378,1.4949264121910533,1.5741433715925282,2
1785529239.803585,18379,1.4339725549536313,1.5838818529532197,2
1785529239.8037126,18381,1.4457702872613807,1.5125000921629017,2
1785529239.8045692,18383,1.4964477379117063,1.5141590486417202,2
1785529239.8169916,18384,1.51203514120538,1.4964502546058558,2
1785529239.8172107,18385,1.4735965478297794,1.5273366658009067,2
1785529239.8746033,18386,1.478866684991945,1.5113937683690608,2
1785529239.875049,18388,1.4647072241072483,1.555100751404246,2
1785529239.8752894,18391,1.4539089000904188,1.58289462786718,2
1785529239.9010844,18392,1.4922819103164071,1.5232752690501596,2
1785529239.9614189,18395,1.525712226269885,1.4700444026851731,2
1785529239.9737248,18396,1.4738788163921097,1.50490684554753,2
1785529239.9810562,18400,1.5422398931586936,1.5631215726463028,2
1785529240.0339084,18404,1.3751765749391747,1.5610617134434401,2
1785529240.0339499,18405,1.4643693504260362,1.5230597287177934,2
1785529240.0362544,18406,1.4344586802130703,1.4783178305043005,2
