capture_id,protocol,motion,alignment_index,geometry_time,snapshot_time,geometry_version,dynamic,all_rtk_fixed,source_geometry_fit_rms_m,anchor_ids,reflected,scale,yaw_deg,translation_east_m,translation_north_m,fit_rmse_m,fit_p95_m,fit_max_m
flextdoa_final_dynamic_20260813,flextdoa,dynamic,24,1786642700.2489717,1786642700.4349244,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,25,1786642701.2817032,1786642701.679435,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,26,1786642702.3176637,1786642702.6639907,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,27,1786642703.3260717,1786642703.3897588,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,28,1786642704.3275106,1786642704.7193363,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,29,1786642705.3812397,1786642705.8548996,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,30,1786642706.4065928,1786642706.4890528,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,31,1786642707.466694,1786642707.747683,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,32,1786642708.4415243,1786642709.103239,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,33,1786642709.4853125,1786642709.722655,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,34,1786642710.4886818,1786642710.934217,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,35,1786642711.5012765,1786642711.6185756,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,36,1786642712.5730078,1786642713.0121682,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,37,1786642713.544291,1786642713.6583354,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,38,1786642714.5651166,1786642715.2876883,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,39,1786642715.6368537,1786642715.9235291,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,40,1786642716.600316,1786642717.3665845,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,41,1786642717.6634388,1786642718.0985866,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,42,1786642718.6477222,1786642718.7531676,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,43,1786642719.6619174,1786642720.1997383,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,44,1786642720.6804416,1786642720.9073253,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,45,1786642721.701443,1786642722.3209643,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,46,1786642722.7449064,1786642723.015563,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,47,1786642723.7416937,1786642724.4552298,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,48,1786642724.7617419,1786642725.6342943,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,49,1786642725.7826777,1786642725.9890122,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,50,1786642726.8016171,1786642727.274351,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,51,1786642727.8357422,1786642727.9152138,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,52,1786642728.8421483,1786642729.1696854,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,53,1786642729.8616762,1786642730.581995,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,54,1786642730.9011962,1786642731.195161,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,55,1786642731.918412,1786642732.4521935,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,56,1786642732.9245956,1786642733.3022623,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,57,1786642733.945612,1786642734.5315678,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,58,1786642734.9656036,1786642735.220637,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,59,1786642736.0183485,1786642736.4442868,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,60,1786642737.0320594,1786642737.6234937,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,61,1786642738.0321662,1786642738.2905042,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,62,1786642739.0750098,1786642739.6333292,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,63,1786642740.0637233,1786642740.3004365,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,64,1786642741.1161637,1786642741.6748703,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,65,1786642742.102385,1786642742.3462293,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,66,1786642743.1216586,1786642743.9332433,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,67,1786642744.2153783,1786642744.6066132,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,68,1786642746.181861,1786642746.5921304,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,69,1786642747.2226067,1786642747.4248674,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,70,1786642748.2234225,1786642748.3398485,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,71,1786642749.3039773,1786642749.6160674,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,72,1786642750.263954,1786642750.3233523,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,73,1786642751.3640177,1786642751.579758,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,74,1786642752.302093,1786642752.8093023,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,75,1786642753.3331916,1786642753.9948995,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,76,1786642754.3408747,1786642754.5704634,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,77,1786642755.3643978,1786642755.7189345,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,78,1786642756.3827064,1786642757.0018842,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,79,1786642757.5078669,1786642757.6028745,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,80,1786642758.5166543,1786642759.8078833,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,81,1786642759.5462642,1786642760.4794514,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,82,1786642760.5641706,1786642760.9944525,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,83,1786642761.6177537,1786642762.195214,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,84,1786642762.6122684,1786642763.1005669,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,85,1786642763.6234956,1786642764.205713,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,86,1786642764.6656396,1786642764.8968525,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,87,1786642765.7179618,1786642766.228928,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,88,1786642766.73583,1786642766.9184248,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,89,1786642767.7946148,1786642768.2664673,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,90,1786642768.7756658,1786642769.1066263,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,91,1786642769.7953534,1786642769.878016,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,92,1786642770.8351505,1786642770.8943353,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,93,1786642772.8663385,1786642773.42412,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,94,1786642773.8743017,1786642774.309156,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,95,1786642774.8965147,1786642775.4093273,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,96,1786642775.9583478,1786642776.4799204,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,97,1786642776.9343512,1786642777.068876,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,98,1786642777.9583886,1786642778.2308435,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,99,1786642778.9823847,1786642779.5030632,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,100,1786642779.997758,1786642780.2027287,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,101,1786642781.0157719,1786642781.598995,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,102,1786642782.045832,1786642782.320601,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,103,1786642783.0717971,1786642783.8736815,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,104,1786642784.1206315,1786642784.7275975,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,105,1786642785.104251,1786642785.567413,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
flextdoa_final_dynamic_20260813,flextdoa,dynamic,106,1786642786.1162138,1786642786.3044114,104,False,False,0.0,"2,3,4,5",True,1.0,123.99029432950624,-0.8714442287347024,-4.997963137030659,0.4105392102617656,0.5593220043085785,0.5884403817546693
