anchor_id,samples,rate_hz,mean_m,median_m,std_cm,robust_sigma_cm,min_m,max_m,peak_to_peak_cm,reference_distance_m,reference_bias_cm,reference_rmse_cm,reference_p95_abs_cm
2,293,2.447361870054074,2.143146757679181,2.142,1.3029824773550707,1.3343399999999845,2.111,2.174,6.299999999999972,2.1213203435596424,2.1826414119538455,2.540844831026324,4.407965644035759
3,292,2.4475197299499754,2.134904109589041,2.134,1.4995911821873034,1.4825999999999684,2.098,2.177,7.900000000000018,2.1213203435596424,1.3583766029398683,2.0214498334776834,3.9679656440357647
4,293,2.4474430607229047,2.1233890784982936,2.125,1.8424191684207423,1.7791200000000014,2.075,2.167,9.199999999999964,2.1213203435596424,0.20687349386511153,1.8508699796997783,3.632034355964242
5,293,2.447446272782935,2.0958907849829354,2.097,1.7733617282323926,1.4826000000000343,2.036,2.159,12.299999999999978,2.1213203435596424,-2.5429558576707203,3.09850014798785,5.3320343559642325
