method,received_at,east_m,north_m,error_to_rtk_m
FlexTDOA,1785765700.614105,0.254284,3.227206,0.238075
FlexTDOA,1785765700.743744,0.402188,3.226284,0.208023
FlexTDOA,1785765700.756969,0.212923,3.331806,0.190674
FlexTDOA,1785765700.799378,0.563514,3.429294,0.188703
FlexTDOA,1785765700.864994,0.417820,3.277235,0.161105
FlexTDOA,1785765700.865050,0.301951,3.541343,0.130993
FlexTDOA,1785765700.865402,0.291041,3.371371,0.103725
FlexTDOA,1785765701.014518,0.504435,3.377089,0.140947
FlexTDOA,1785765701.191707,0.405541,3.332480,0.104628
FlexTDOA,1785765701.264242,0.487823,3.405396,0.116190
FlexTDOA,1785765701.333760,0.360272,3.225764,0.207250
FlexTDOA,1785765701.665973,0.467818,3.235522,0.217821
FlexTDOA,1785765701.725177,0.298083,3.198835,0.245950
FlexTDOA,1785765701.725255,0.406829,3.508983,0.082903
FlexTDOA,1785765701.726162,0.443071,3.358164,0.100905
FlexTDOA,1785765701.794379,0.354598,3.394894,0.042708
FlexTDOA,1785765701.857124,0.263223,3.353876,0.136529
FlexTDOA,1785765701.858198,0.276639,3.377376,0.112614
FlexTDOA,1785765701.920660,0.391830,3.302081,0.131522
FlexTDOA,1785765701.920781,0.255280,3.345533,0.147844
FlexTDOA,1785765701.996480,0.375227,3.330559,0.101944
FlexTDOA,1785765701.996527,0.200325,3.322372,0.206358
FlexTDOA,1785765702.066882,0.376285,3.376718,0.055802
FlexTDOA,1785765702.119208,0.322835,3.387107,0.069029
FlexTDOA,1785765702.249812,0.423560,3.297633,0.143399
FlexTDOA,1785765702.360160,0.233051,3.310208,0.187242
FlexTDOA,1785765702.382087,0.293778,3.255296,0.194865
FlexTDOA,1785765702.382087,0.466382,3.311568,0.151675
FlexTDOA,1785765702.406761,0.317593,3.317991,0.128022
FlexTDOA,1785765702.406761,0.407040,3.387462,0.055367
FlexTDOA,1785765702.406912,0.365905,3.421742,0.013985
FlexTDOA,1785765702.407092,0.380516,3.414604,0.018776
FlexTDOA,1785765702.408366,0.271047,3.216724,0.239442
FlexTDOA,1785765702.433939,0.374424,3.326137,0.106365
FlexTDOA,1785765702.525626,0.340895,3.417639,0.037055
FlexTDOA,1785765702.637616,0.346387,3.435852,0.028648
FlexTDOA,1785765702.686067,0.377504,3.436609,0.004896
FlexTDOA,1785765702.689176,0.294781,3.335233,0.125978
FlexTDOA,1785765702.735159,0.468510,3.223960,0.228613
FlexTDOA,1785765702.781631,0.325144,3.353647,0.093207
FlexTDOA,1785765702.829882,0.374218,3.189286,0.243217
FlexTDOA,1785765702.977038,0.285547,3.437086,0.089409
FlexTDOA,1785765702.978636,0.416657,3.285508,0.152826
FlexTDOA,1785765703.035496,0.375862,3.375646,0.056865
FlexTDOA,1785765703.080046,0.377047,3.422550,0.010194
FlexTDOA,1785765703.287983,0.269081,3.339303,0.140963
FlexTDOA,1785765703.435484,0.257564,3.331438,0.154813
FlexTDOA,1785765703.515466,0.438850,3.524072,0.111726
FlexTDOA,1785765703.515512,0.554743,3.427025,0.179988
FlexTDOA,1785765703.515690,0.257460,3.252001,0.215309
FlexTDOA,1785765703.563194,0.453358,3.232013,0.215316
FlexTDOA,1785765703.563745,0.323369,3.235818,0.203306
FlexTDOA,1785765703.565451,0.443148,3.411530,0.071456
FlexTDOA,1785765703.615248,0.344832,3.500101,0.073960
FlexTDOA,1785765703.711464,0.353014,3.398415,0.040475
FlexTDOA,1785765703.759567,0.278752,3.485791,0.109875
FlexTDOA,1785765703.814177,0.277912,3.430178,0.096955
FlexTDOA,1785765703.861643,0.274574,3.440676,0.100598
FlexTDOA,1785765703.911049,0.280184,3.449778,0.096219
FlexTDOA,1785765703.955098,0.320163,3.339144,0.108190
FlexTDOA,1785765703.957178,0.429808,3.305570,0.138323
FlexTDOA,1785765703.961419,0.360001,3.263486,0.169666
FlexTDOA,1785765704.208358,0.415628,3.340927,0.100248
FlexTDOA,1785765704.313842,0.274233,3.511146,0.127696
FlexTDOA,1785765704.374435,0.097725,3.307837,0.303864
FlexTDOA,1785765704.374485,0.276731,3.367096,0.117911
FlexTDOA,1785765704.518151,0.475831,3.160115,0.290506
FlexTDOA,1785765704.566744,0.424037,3.387653,0.066572
FlexTDOA,1785765704.566957,0.422295,3.431802,0.047462
FlexTDOA,1785765704.567386,0.315024,3.320039,0.127380
FlexTDOA,1785765704.723696,0.237859,3.365462,0.152504
FlexTDOA,1785765704.765393,0.436709,3.198376,0.242163
FlexTDOA,1785765704.766035,0.429536,3.447203,0.056638
FlexTDOA,1785765704.814641,0.369396,3.267804,0.164787
FlexTDOA,1785765704.825406,0.428296,3.264353,0.176442
FlexTDOA,1785765704.913413,0.260957,3.463015,0.117898
FlexTDOA,1785765704.965608,0.364775,3.362238,0.070980
FlexTDOA,1785765704.966803,0.188863,3.277074,0.242373
FlexTDOA,1785765704.967586,0.367142,3.426117,0.010000
FlexTDOA,1785765705.018926,0.304013,3.276689,0.171154
FlexTDOA,1785765705.018961,0.265000,3.365570,0.128625
FlexTDOA,1785765705.229455,0.433191,3.306901,0.138494
FlexTDOA,1785765705.229498,0.324954,3.376613,0.074913
FlexTDOA,1785765705.323645,0.289352,3.217377,0.231488
FlexTDOA,1785765705.323699,0.396592,3.357442,0.078148
FlexTDOA,1785765705.376473,0.317439,3.393222,0.069553
FlexTDOA,1785765705.421570,0.305605,3.241043,0.203592
FlexTDOA,1785765705.495822,0.459572,3.591908,0.180527
FlexTDOA,1785765705.612347,0.322444,3.493040,0.080063
FlexTDOA,1785765705.665411,0.383825,3.314622,0.118221
FlexTDOA,1785765705.713380,0.284523,3.304563,0.156605
FlexTDOA,1785765705.775222,0.407629,3.474049,0.052928
FlexTDOA,1785765705.859969,0.421989,3.400699,0.056873
FlexTDOA,1785765706.008668,0.375401,3.367101,0.065403
FlexTDOA,1785765706.009240,0.432751,3.320530,0.126062
FlexTDOA,1785765706.057928,0.422040,3.349900,0.095136
FlexTDOA,1785765706.067655,0.203443,3.250288,0.250156
FlexTDOA,1785765706.151800,0.402647,3.384357,0.055599
FlexTDOA,1785765706.299195,0.410463,3.415407,0.039514
FlexTDOA,1785765706.299234,0.425724,3.346018,0.100343
FlexTDOA,1785765706.397482,0.479098,3.415915,0.105570
FlexTDOA,1785765706.446706,0.394625,3.267555,0.166129
FlexTDOA,1785765706.516320,0.417794,3.290156,0.148685
FlexTDOA,1785765706.585834,0.296095,3.266839,0.183425
FlexTDOA,1785765706.633431,0.427743,3.489879,0.078045
FlexTDOA,1785765706.688047,0.467603,3.471473,0.100618
FlexTDOA,1785765706.734369,0.332327,3.306721,0.132770
FlexTDOA,1785765706.788065,0.345667,3.325769,0.110647
FlexTDOA,1785765706.788108,0.284116,3.426357,0.090931
FlexTDOA,1785765706.788154,0.395653,3.397659,0.040586
FlexTDOA,1785765706.981537,0.269037,3.448523,0.107008
FlexTDOA,1785765707.133028,0.366297,3.522363,0.090266
FlexTDOA,1785765707.133097,0.434496,3.239065,0.202427
FlexTDOA,1785765707.278817,0.321688,3.445573,0.054735
FlexTDOA,1785765707.327321,0.465357,3.373037,0.108303
FlexTDOA,1785765707.372930,0.311019,3.436008,0.063916
FlexTDOA,1785765707.692842,0.215976,3.328825,0.189700
FlexTDOA,1785765707.792513,0.381032,3.399434,0.033642
FlexTDOA,1785765707.792578,0.311954,3.439746,0.063301
FlexTDOA,1785765707.793204,0.355509,3.674781,0.243049
FlexTDOA,1785765707.835229,0.464062,3.233519,0.218071
FlexTDOA,1785765707.840100,0.429054,3.407375,0.059755
FlexTDOA,1785765707.884455,0.202961,3.315572,0.207881
FlexTDOA,1785765707.927138,0.378327,3.241522,0.191012
FlexTDOA,1785765708.034224,0.310593,3.315699,0.133306
FlexTDOA,1785765708.083001,0.254143,3.384030,0.130065
FlexTDOA,1785765708.130924,0.333623,3.302029,0.136828
FlexTDOA,1785765708.227919,0.407116,3.434562,0.032343
FlexTDOA,1785765708.231206,0.381267,3.320654,0.112032
FlexTDOA,1785765708.276656,0.424521,3.405900,0.056356
FlexTDOA,1785765708.276817,0.162746,3.356289,0.225370
FlexTDOA,1785765708.326078,0.288318,3.374701,0.104052
FlexTDOA,1785765708.326146,0.388477,3.329298,0.104101
FlexTDOA,1785765708.418842,0.353821,3.420075,0.024416
FlexTDOA,1785765708.418893,0.334725,3.370841,0.073560
FlexTDOA,1785765708.487763,0.280303,3.292027,0.169322
FlexTDOA,1785765708.584362,0.447340,3.415421,0.074487
FlexTDOA,1785765708.643568,0.328637,3.263846,0.174869
FlexTDOA,1785765708.643605,0.293306,3.426683,0.081740
FlexTDOA,1785765708.693498,0.325270,3.260457,0.179042
FlexTDOA,1785765708.693544,0.275624,3.484303,0.111923
FlexTDOA,1785765708.844903,0.407337,3.378582,0.062956
FlexTDOA,1785765709.010526,0.331462,3.395612,0.056942
FlexTDOA,1785765709.014478,0.147216,3.220147,0.311298
FlexTDOA,1785765709.052107,0.377008,3.283977,0.148540
FlexTDOA,1785765709.105172,0.323975,3.345378,0.100884
FlexTDOA,1785765709.107580,0.344562,3.338678,0.098588
FlexTDOA,1785765709.247106,0.354885,3.248622,0.184959
FlexTDOA,1785765709.429256,0.275449,3.418136,0.100422
FlexTDOA,1785765709.441165,0.394527,3.296718,0.137203
FlexTDOA,1785765709.512174,0.283497,3.362144,0.115297
FlexTDOA,1785765709.659708,0.469139,3.407995,0.097433
FlexTDOA,1785765709.659748,0.355355,3.321151,0.113042
FlexTDOA,1785765709.766326,0.370706,3.351622,0.080985
FlexTDOA,1785765709.767273,0.418172,3.317091,0.123277
FlexTDOA,1785765709.770712,0.333165,3.480408,0.063496
FlexTDOA,1785765709.827976,0.464268,3.351885,0.120402
FlexTDOA,1785765709.873664,0.402841,3.309523,0.126126
FlexTDOA,1785765709.912158,0.344110,3.439484,0.031511
FlexTDOA,1785765710.060241,0.329479,3.419656,0.047143
FlexTDOA,1785765710.072650,0.377723,3.423207,0.009731
FlexTDOA,1785765710.155216,0.345384,3.600398,0.170461
FlexTDOA,1785765710.158207,0.409736,3.464470,0.047326
FlexTDOA,1785765710.158252,0.391846,3.316502,0.117240
FlexTDOA,1785765710.351228,0.358677,3.316404,0.117217
FlexTDOA,1785765710.447083,0.368801,3.270448,0.162166
FlexTDOA,1785765710.586724,0.381926,3.280855,0.151812
FlexTDOA,1785765710.623160,0.271231,3.312887,0.158247
FlexTDOA,1785765710.692679,0.361646,3.181566,0.251282
FlexTDOA,1785765710.693148,0.275081,3.281053,0.181351
FlexTDOA,1785765710.693377,0.203871,3.301626,0.215310
FlexTDOA,1785765710.742856,0.392991,3.257371,0.176069
FlexTDOA,1785765710.793472,0.283454,3.235150,0.217483
FlexTDOA,1785765710.803590,0.272831,3.428497,0.102087
FlexTDOA,1785765710.898944,0.414112,3.276761,0.160616
FlexTDOA,1785765710.938253,0.300543,3.339038,0.119396
FlexTDOA,1785765710.986431,0.283838,3.392985,0.099210
FlexTDOA,1785765710.988103,0.355504,3.363363,0.071791
FlexTDOA,1785765710.988404,0.381409,3.410400,0.023058
FlexTDOA,1785765710.988650,0.239884,3.271014,0.210454
FlexTDOA,1785765711.200339,0.261501,3.497479,0.130643
FlexTDOA,1785765711.200378,0.433206,3.264848,0.177523
FlexTDOA,1785765711.401334,0.327172,3.257684,0.181199
FlexTDOA,1785765711.450006,0.453572,3.135995,0.306781
FlexTDOA,1785765711.450140,0.339635,3.251494,0.184399
FlexTDOA,1785765711.473879,0.325149,3.389055,0.066005
FlexTDOA,1785765711.529105,0.317292,3.310943,0.134492
FlexTDOA,1785765711.561828,0.330065,3.478197,0.063974
FlexTDOA,1785765711.561869,0.276865,3.317642,0.150969
FlexTDOA,1785765711.652040,0.322358,3.314698,0.128965
FlexTDOA,1785765711.684018,0.367476,3.279228,0.153450
FlexTDOA,1785765711.816846,0.337775,3.214893,0.220742
FlexTDOA,1785765711.817288,0.426110,3.291395,0.150132
FlexTDOA,1785765711.817713,0.480707,3.384763,0.116134
FlexTDOA,1785765711.817955,0.437667,3.397465,0.071937
FlexTDOA,1785765711.912060,0.386594,3.362138,0.071338
FlexTDOA,1785765711.962824,0.370706,3.331591,0.100995
FlexTDOA,1785765712.108169,0.258252,3.326305,0.157702
FlexTDOA,1785765712.108216,0.322498,3.199526,0.238783
FlexTDOA,1785765712.207761,0.304371,3.335968,0.119517
FlexTDOA,1785765712.305636,0.398730,3.272573,0.161703
FlexTDOA,1785765712.348922,0.401241,3.373941,0.064238
FlexTDOA,1785765712.349134,0.321392,3.378081,0.076277
FlexTDOA,1785765712.450598,0.322523,3.258360,0.181830
FlexTDOA,1785765712.521223,0.366029,3.356264,0.076745
FlexTDOA,1785765712.576815,0.338926,3.504280,0.080261
FlexTDOA,1785765712.576851,0.444878,3.264797,0.181743
FlexTDOA,1785765712.577210,0.363515,3.179354,0.253400
FlexTDOA,1785765712.729777,0.392799,3.318502,0.115405
FlexTDOA,1785765712.735890,0.508080,3.339596,0.162434
FlexTDOA,1785765712.813344,0.362627,3.342900,0.090430
FlexTDOA,1785765712.813394,0.359672,3.348303,0.085554
FlexTDOA,1785765712.813644,0.455831,3.348496,0.116691
FlexTDOA,1785765712.898228,0.406385,3.319260,0.117554
FlexTDOA,1785765712.949708,0.272477,3.326563,0.147312
FlexTDOA,1785765712.949749,0.238050,3.362530,0.153646
FlexTDOA,1785765713.053155,0.388528,3.425883,0.015206
FlexTDOA,1785765713.053881,0.480017,3.260846,0.201316
FlexTDOA,1785765713.254882,0.448546,3.401774,0.079856
FlexTDOA,1785765713.298507,0.442268,3.418495,0.068869
FlexTDOA,1785765713.307649,0.377109,3.288122,0.144397
FlexTDOA,1785765713.308824,0.291722,3.156449,0.288294
FlexTDOA,1785765713.353200,0.218881,3.424161,0.156181
FlexTDOA,1785765713.385237,0.367999,3.375773,0.057139
FlexTDOA,1785765713.681528,0.438454,3.275365,0.169525
FlexTDOA,1785765713.681583,0.279392,3.506993,0.121075
FlexTDOA,1785765713.681820,0.289512,3.293345,0.163233
FlexTDOA,1785765713.781726,0.388697,3.254068,0.178971
FlexTDOA,1785765713.781849,0.249117,3.067251,0.386282
FlexTDOA,1785765713.946350,0.335035,3.443530,0.041303
FlexTDOA,1785765713.966886,0.467306,3.261155,0.194704
FlexTDOA,1785765714.010785,0.406741,3.239475,0.195646
FlexTDOA,1785765714.065573,0.435569,3.336627,0.113490
FlexTDOA,1785765714.207513,0.422228,3.386755,0.065867
FlexTDOA,1785765714.216833,0.392318,3.321117,0.112747
FlexTDOA,1785765714.488273,0.516172,3.165287,0.302289
FlexTDOA,1785765714.488565,0.397403,3.411371,0.030913
FlexTDOA,1785765714.663844,0.337050,3.298848,0.138893
FlexTDOA,1785765714.727829,0.227082,3.386625,0.154715
FlexTDOA,1785765714.737455,0.314814,3.592360,0.170757
FlexTDOA,1785765714.778761,0.322064,3.350585,0.097445
FlexTDOA,1785765714.834628,0.303978,3.306844,0.144260
FlexTDOA,1785765714.926024,0.265049,3.427214,0.109917
FlexTDOA,1785765714.927081,0.291789,3.350364,0.116807
FlexTDOA,1785765714.991822,0.273349,3.388320,0.110689
FlexTDOA,1785765714.991890,0.569615,3.173455,0.324103
FlexTDOA,1785765714.991933,0.336348,3.357904,0.083943
FlexTDOA,1785765715.108660,0.354985,3.218083,0.215336
FlexTDOA,1785765715.338405,0.400713,3.275132,0.159483
FlexTDOA,1785765715.412296,0.366058,3.358828,0.074195
FlexTDOA,1785765715.413559,0.260844,3.345265,0.143544
FlexTDOA,1785765715.413600,0.315669,3.401467,0.066814
FlexTDOA,1785765715.491786,0.296745,3.288843,0.163512
FlexTDOA,1785765715.540684,0.383177,3.380164,0.052997
FlexTDOA,1785765715.540730,0.332154,3.240055,0.197123
FlexTDOA,1785765715.692614,0.408100,3.417744,0.036388
FlexTDOA,1785765715.694623,0.427877,3.328635,0.116625
FlexTDOA,1785765715.767318,0.379877,3.314107,0.118502
FlexTDOA,1785765715.837891,0.421868,3.419213,0.048871
FlexTDOA,1785765716.004365,0.349788,3.219572,0.214398
FlexTDOA,1785765716.060184,0.353719,3.416398,0.026559
FlexTDOA,1785765716.064562,0.214047,3.319149,0.196730
FlexTDOA,1785765716.171400,0.271740,3.412234,0.105071
FlexTDOA,1785765716.216304,0.429494,3.432648,0.054656
FlexTDOA,1785765716.287625,0.221197,3.467303,0.157534
FlexTDOA,1785765716.389380,0.440867,3.310953,0.138325
FlexTDOA,1785765716.433732,0.414689,3.423018,0.040963
FlexTDOA,1785765716.436365,0.266369,3.296788,0.173735
FlexTDOA,1785765716.713971,0.418583,3.275261,0.163212
FlexTDOA,1785765716.714039,0.379384,3.369457,0.063208
FlexTDOA,1785765716.816494,0.322525,3.375139,0.077635
FlexTDOA,1785765716.873534,0.287162,3.273498,0.181574
FlexTDOA,1785765716.884348,0.244207,3.312164,0.177612
FlexTDOA,1785765717.114811,0.163025,3.482642,0.217667
FlexTDOA,1785765717.269299,0.399778,3.335641,0.100020
FlexTDOA,1785765717.368685,0.428003,3.437514,0.053400
FlexTDOA,1785765717.421313,0.317343,3.454970,0.061730
FlexTDOA,1785765717.446768,0.266606,3.371278,0.124349
FlexTDOA,1785765717.529054,0.299198,3.421501,0.076436
FlexTDOA,1785765717.546086,0.241290,3.381804,0.142848
FlexTDOA,1785765717.553702,0.432977,3.356373,0.095790
FlexTDOA,1785765717.601488,0.451549,3.406481,0.081003
FlexTDOA,1785765717.700545,0.299274,3.236579,0.209990
FlexTDOA,1785765717.745856,0.342861,3.420421,0.034183
FlexTDOA,1785765717.800403,0.371683,3.458865,0.026551
FlexTDOA,1785765717.858016,0.367373,3.406687,0.026873
FlexTDOA,1785765717.906762,0.303667,3.406761,0.075683
FlexTDOA,1785765717.942515,0.693673,3.314155,0.340090
FlexTDOA,1785765717.961548,0.393353,3.258435,0.175049
FlexTDOA,1785765718.175608,0.403728,3.395848,0.046670
FlexTDOA,1785765718.175643,0.363835,3.318446,0.114585
FlexTDOA,1785765718.175676,0.284270,3.224500,0.226864
FlexTDOA,1785765718.176955,0.435813,3.424180,0.061539
FlexTDOA,1785765718.177226,0.326777,3.288818,0.151509
FlexTDOA,1785765718.177257,0.246974,3.294371,0.188227
FlexTDOA,1785765718.227920,0.334014,3.557697,0.131683
FlexTDOA,1785765718.638846,0.297535,3.418391,0.078581
FlexTDOA,1785765718.784389,0.336202,3.287676,0.149891
FlexTDOA,1785765718.881787,0.415599,3.358197,0.084750
FlexTDOA,1785765718.881837,0.328007,3.342098,0.101813
FlexTDOA,1785765719.029703,0.258309,3.284815,0.188123
FlexTDOA,1785765719.029752,0.340460,3.271457,0.164673
FlexTDOA,1785765719.096424,0.466748,3.368031,0.112267
FlexTDOA,1785765719.096632,0.342279,3.329057,0.108448
FlexTDOA,1785765719.096632,0.513607,3.323693,0.176341
FlexTDOA,1785765719.096723,0.353235,3.260216,0.173635
FlexTDOA,1785765719.154947,0.524560,3.398237,0.153592
FlexTDOA,1785765719.288566,0.285943,3.223417,0.227198
FlexTDOA,1785765719.295581,0.282103,3.258799,0.196907
FlexTDOA,1785765719.298776,0.431163,3.357790,0.093564
FlexTDOA,1785765719.403604,0.416315,3.463333,0.051680
FlexTDOA,1785765719.445934,0.336299,3.319203,0.119674
FlexTDOA,1785765719.512681,0.584734,3.349487,0.225716
FlexTDOA,1785765719.808970,0.351694,3.294258,0.140168
FlexTDOA,1785765719.811406,0.499747,3.437876,0.125024
FlexTDOA,1785765720.009123,0.351041,3.353074,0.082916
FlexTDOA,1785765720.009185,0.256218,3.297293,0.179868
FlexTDOA,1785765720.009237,0.538318,3.303598,0.208186
FlexTDOA,1785765720.110264,0.510909,3.249636,0.227937
FlexTDOA,1785765720.223737,0.263152,3.345923,0.141314
FlexTDOA,1785765720.223783,0.204047,3.213017,0.278106
FlexTDOA,1785765720.225447,0.265316,3.482827,0.120531
FlexTDOA,1785765720.273959,0.292292,3.427407,0.082704
FlexTDOA,1785765720.278469,0.304922,3.436479,0.070030
FlexTDOA,1785765720.279927,0.386688,3.249758,0.183127
FlexTDOA,1785765720.371362,0.144873,3.328382,0.252438
FlexTDOA,1785765720.374666,0.426133,3.299702,0.142361
FlexTDOA,1785765720.419986,0.401651,3.280561,0.154288
FlexTDOA,1785765720.420038,0.425428,3.452102,0.054254
FlexTDOA,1785765720.491654,0.438367,3.391406,0.075662
FlexTDOA,1785765720.546652,0.338263,3.371977,0.070717
FlexTDOA,1785765720.597076,0.339360,3.285208,0.151506
FlexTDOA,1785765720.597742,0.426033,3.431557,0.051203
FlexTDOA,1785765720.651492,0.395683,3.447813,0.025864
FlexTDOA,1785765720.651538,0.280377,3.282023,0.177671
FlexTDOA,1785765720.651581,0.351953,3.397817,0.041555
FlexTDOA,1785765720.798458,0.505669,3.370625,0.144725
FlexTDOA,1785765720.919576,0.412204,3.420870,0.039134
FlexTDOA,1785765720.922653,0.290363,3.253099,0.198296
FlexTDOA,1785765720.939223,0.323952,3.429760,0.050961
FlexTDOA,1785765721.011175,0.292289,3.352909,0.114671
FlexTDOA,1785765721.024985,0.360430,3.250282,0.182789
FlexTDOA,1785765721.025224,0.456062,3.376207,0.098825
FlexTDOA,1785765721.199817,0.298772,3.319221,0.136450
FlexTDOA,1785765721.201374,0.464215,3.316652,0.146319
FlexTDOA,1785765721.201531,0.395213,3.340506,0.094224
FlexTDOA,1785765721.241649,0.259352,3.488964,0.128550
FlexTDOA,1785765721.295609,0.263383,3.442411,0.111895
FlexTDOA,1785765721.518294,0.384885,3.296885,0.135988
FlexTDOA,1785765721.566788,0.405260,3.214688,0.219928
FlexTDOA,1785765721.566836,0.219152,3.376506,0.165450
FlexTDOA,1785765721.567167,0.460891,3.468745,0.093373
FlexTDOA,1785765721.661815,0.422930,3.525933,0.105082
FlexTDOA,1785765721.661886,0.368546,3.276498,0.156131
FlexTDOA,1785765721.755748,0.459689,3.415453,0.086546
FlexTDOA,1785765721.803858,0.299050,3.370251,0.098077
FlexTDOA,1785765721.913131,0.317963,3.227282,0.212955
FlexTDOA,1785765721.965565,0.390308,3.402153,0.034064
FlexTDOA,1785765721.965662,0.372577,3.276968,0.155550
FlexTDOA,1785765722.018611,0.267672,3.415486,0.108509
FlexTDOA,1785765722.067950,0.254520,3.268797,0.203164
FlexTDOA,1785765722.068097,0.298469,3.284219,0.166794
FlexTDOA,1785765722.113581,0.299198,3.395934,0.084016
FlexTDOA,1785765722.113634,0.255951,3.420782,0.119464
FlexTDOA,1785765722.338354,0.394333,3.352887,0.081966
FlexTDOA,1785765722.339667,0.318824,3.317349,0.128054
FlexTDOA,1785765722.403940,0.415959,2.977548,0.456808
FlexTDOA,1785765722.405447,0.282602,3.404334,0.096442
FlexTDOA,1785765722.408173,0.464083,3.426946,0.089417
FlexTDOA,1785765722.470334,0.301707,3.301278,0.150226
FlexTDOA,1785765722.472421,0.277091,3.392915,0.105460
FlexTDOA,1785765722.472767,0.373023,3.172591,0.259917
FlexTDOA,1785765722.537940,0.453563,3.542755,0.135474
FlexTDOA,1785765722.595070,0.428112,3.380851,0.074201
FlexTDOA,1785765722.598055,0.287540,3.309341,0.150962
FlexTDOA,1785765722.753935,0.311442,3.317319,0.131477
FlexTDOA,1785765722.806813,0.322539,3.346756,0.100437
FlexTDOA,1785765722.807083,0.344675,3.369091,0.070219
FlexTDOA,1785765722.854291,0.471998,3.323225,0.146223
FlexTDOA,1785765722.901453,0.371258,3.403106,0.029612
FlexTDOA,1785765722.947941,0.252245,3.298687,0.181481
FlexTDOA,1785765723.012504,0.313590,3.430167,0.061293
FlexTDOA,1785765723.059279,0.350496,3.325811,0.109433
FlexTDOA,1785765723.112703,0.323498,3.444955,0.052829
