anchor_id,samples,rate_hz,mean_m,median_m,std_cm,robust_sigma_cm,min_m,max_m,peak_to_peak_cm,reference_distance_m,reference_bias_cm,reference_rmse_cm,reference_p95_abs_cm
2,3429,19.05131637648754,2.174801108194809,2.175,1.1617774423364247,1.0378200000000175,2.124,2.206,8.199999999999985,2.1213203435596424,5.3480764635166596,5.472773982544972,7.2679656440357565
3,2997,16.65232736750025,2.166452786119453,2.165,1.783983939309423,1.7791200000000014,2.109,2.227,11.799999999999988,2.1213203435596424,4.513244255981038,4.852928031786555,7.567965644035768
4,2564,14.244364937472547,2.151055772230889,2.153,4.787587599583638,1.7791200000000014,0.066,2.212,214.60000000000002,2.1213203435596424,2.973542867124681,5.635069889599776,5.9679656440357665
5,3325,18.473068121324676,2.1233184962406013,2.124,1.9307332243574677,2.075639999999969,2.051,2.181,12.99999999999999,2.1213203435596424,0.1998152680959116,1.9407565027488207,3.732034355964231
