anchor_id,samples,rate_hz,mean_m,median_m,std_cm,robust_sigma_cm,min_m,max_m,peak_to_peak_cm,reference_distance_m,reference_bias_cm,reference_rmse_cm,reference_p95_abs_cm
2,1063,17.708755372999825,2.2116904985888994,2.23,61.72091133625103,1.186080000000001,-17.889,2.26,2014.9,2.145821360808024,6.586913778087528,62.042522767619076,10.41786391919759
3,1128,18.776789991273343,2.2082358156028365,2.208,1.057626517903266,1.0378199999999516,2.177,2.242,6.499999999999995,2.2036431908319463,0.459262477089064,1.1526075788180952,2.25429572495838
4,1136,18.912019174836377,2.198799295774648,2.2,1.1789050375442933,1.0378200000000175,2.161,2.241,8.000000000000007,2.118321933158414,8.04773626162339,8.133551044510664,9.867806684158609
5,1135,18.913660346160306,2.215669603524229,2.215,1.6283833353318484,1.630859999999952,2.134,2.271,13.700000000000001,2.2206722658915705,-0.5002662367341413,1.7028101346017301,3.4327734108429375
