mode,received_at,frame_start_seq,frame_span_ms,anchors_used,x_m,y_m,reference_error_cm
rolling,1785486245.426573,,12.198925018310547,3,1.5605329619107347,1.5422134007173145,5.314340851902898
rolling,1785486245.4266384,,12.264251708984375,4,1.5488924310008982,1.548354849320697,5.630966625047918
rolling,1785486245.4280627,,13.68856430053711,4,1.5459922545116829,1.5542966640101366,6.194210527681157
rolling,1785486245.4304364,,16.062259674072266,4,1.5524676711617935,1.5508802873130447,5.935592996395558
coherent,1785486245.4390292,30808,12.606620788574219,4,1.5555806049457896,1.5536098755193837,6.265542689313575
rolling,1785486245.4390292,,12.606620788574219,4,1.5555806049457896,1.5536098755193837,6.265542689313575
rolling,1785486245.441618,,13.555288314819336,4,1.5565571945471137,1.55457379827415,6.381543263612621
rolling,1785486245.4468327,,16.396284103393555,4,1.5582470547193004,1.5511116517352979,6.088906743867444
rolling,1785486245.461101,,30.664682388305664,4,1.5585057018568815,1.5513384474930398,6.117774471250079
coherent,1785486245.4647226,30812,23.10466766357422,4,1.5511018633608502,1.5552446519388095,6.343775449401064
rolling,1785486245.4647226,,23.10466766357422,4,1.5511018633608502,1.5552446519388095,6.343775449401064
rolling,1785486245.4852018,,43.58386993408203,4,1.5617279645038753,1.549638408157515,6.0530296154015995
rolling,1785486245.4964662,,54.84819412231445,4,1.557314977702288,1.5457688633601698,5.549630919761402
rolling,1785486245.4970453,,50.21262168884277,4,1.557803600364276,1.5462511483463568,5.609727295696238
rolling,1785486245.5017462,,16.544342041015625,4,1.556113740192089,1.549713294885209,5.89887967662312
rolling,1785486245.5176268,,21.160602569580078,4,1.5468799566000249,1.5545849633498752,6.229654186930034
coherent,1785486245.5220318,30821,24.98650550842285,4,1.5533578890562432,1.5602651638491143,6.875216738284958
rolling,1785486245.5220318,,24.98650550842285,4,1.5533578890562432,1.5602651638491143,6.875216738284958
rolling,1785486245.5225706,,20.824432373046875,4,1.547022843239327,1.5540122866864508,6.173786754677092
rolling,1785486245.5287738,,27.027606964111328,4,1.5553370310872205,1.5496257893915926,5.8719359902656425
rolling,1785486245.529391,,7.35926628112793,4,1.5594502516742106,1.5411987179372977,5.181567367184259
coherent,1785486245.537895,30825,15.32435417175293,4,1.5607370226529254,1.5423270281203858,5.332203822560073
rolling,1785486245.537895,,15.32435417175293,4,1.5607370226529254,1.5423270281203858,5.332203822560073
rolling,1785486245.5386856,,9.911775588989258,4,1.556856893153663,1.538497225805565,4.841449165863796
rolling,1785486245.5440884,,15.314579010009766,4,1.5537086522834007,1.5449472690765107,5.37933583076871
rolling,1785486245.54875,,10.854959487915039,4,1.5449305687304673,1.5495785139393197,5.716706019177778
coherent,1785486245.5570984,30829,18.41282844543457,4,1.5449305687304673,1.5495785139393197,5.716706019177778
rolling,1785486245.5570984,,18.41282844543457,4,1.5449305687304673,1.5495785139393197,5.716706019177778
rolling,1785486245.5767336,,38.04802894592285,4,1.5437246168626324,1.552049240307078,5.958196986424942
rolling,1785486245.579191,,40.505409240722656,4,1.5543410513227889,1.5464480965883547,5.539793948261576
rolling,1785486245.5840173,,45.331716537475586,4,1.5470972859081948,1.540096372453774,4.789580500777033
rolling,1785486245.5940921,,17.35854148864746,4,1.557312461224373,1.550179051931259,5.974163733150438
rolling,1785486245.5941849,,14.993906021118164,4,1.5609385001701161,1.542750106985179,5.378914194147822
rolling,1785486245.6069882,,22.970914840698242,4,1.54520534336605,1.5510507914324398,5.865266042680744
coherent,1785486245.609558,30838,15.465974807739258,4,1.546765336463059,1.5524186775023125,6.012820896604049
rolling,1785486245.609558,,15.465974807739258,4,1.546765336463059,1.5524186775023125,6.012820896604049
rolling,1785486245.6188493,,24.66440200805664,4,1.5443244088952917,1.5500094099634008,5.756700283581439
rolling,1785486245.6193013,,12.313127517700195,4,1.54214583952464,1.5544728126344576,6.197407679630944
rolling,1785486245.6277125,,20.72429656982422,4,1.540064908407291,1.5526481400168386,6.017173988809901
rolling,1785486245.6349254,,27.93717384338379,4,1.5425058359750592,1.5550574075557506,6.256197349922303
coherent,1785486245.6364307,30842,17.581462860107422,4,1.5557980652113566,1.5443474555695782,5.371691339998901
rolling,1785486245.6364307,,17.12942123413086,4,1.5582389927791247,1.5467567231084907,5.670695623414696
rolling,1785486245.6405811,,12.868642807006836,4,1.5584806195976113,1.5462616836566554,5.630481561747868
rolling,1785486245.6420255,,14.312982559204102,4,1.556182155600383,1.547474334403863,5.6837175848395525
coherent,1785486245.6472926,30846,12.36724853515625,4,1.5569633863206414,1.548159359627146,5.770105230795227
rolling,1785486245.6472926,,12.36724853515625,4,1.5569633863206414,1.548159359627146,5.770105230795227
rolling,1785486245.6606045,,20.023345947265625,4,1.5457803643718175,1.5371213869629765,4.480303573943748
rolling,1785486245.6659017,,23.876190185546875,4,1.5412081128408797,1.5464889104262434,5.399162982079867
rolling,1785486245.6771834,,35.15791893005371,4,1.5388612470955936,1.5444310519863607,5.2011335819730835
