block,slot_id,initiator_id,received_at,x_m,y_m,truth_x_m,truth_y_m,error_m
flex_1,19117,3,1785085449.7197604,1.5759230521537215,1.5395836063456803,1.5,1.5,0.08562226193967605
flex_1,19122,4,1785085449.7479112,1.5272972015181139,1.54552942504152,1.5,1.5,0.05308545709826656
flex_1,19124,2,1785085449.749283,1.5544621731519968,1.4736433176192218,1.5,1.5,0.06050457016258604
flex_1,19125,3,1785085449.7493758,1.4984423592390184,1.473441710187178,1.5,1.5,0.02660392832876601
flex_1,19127,5,1785085449.7494526,1.5362834153531484,1.5491946949033875,1.5,1.5,0.06112776976404799
flex_1,19130,4,1785085449.7777104,1.4251325742901002,1.4115998618281658,1.5,1.5,0.11584349727639764
flex_1,19131,5,1785085449.7777545,1.5317451277918974,1.5196932672304495,1.5,1.5,0.03735743450417593
flex_1,19132,2,1785085449.7778113,1.576448426060621,1.4107080286529778,1.5,1.5,0.1175475137728726
flex_1,19133,3,1785085449.7778757,1.5443556610354965,1.5236721409821496,1.5,1.5,0.05027718095293957
flex_1,19134,4,1785085449.778277,1.5010531543221506,1.5680702262512658,1.5,1.5,0.06807837274733276
flex_1,19136,2,1785085449.778357,1.5499263461807107,1.492033712858691,1.5,1.5,0.05055790515610739
flex_1,19137,3,1785085449.7784169,1.602730240774624,1.4588572577806742,1.5,1.5,0.11066267485895194
flex_1,19138,4,1785085449.780854,1.458137057143021,1.526012265699712,1.5,1.5,0.04928634650163369
flex_1,19143,5,1785085449.8084886,1.5492336327240217,1.485605251409289,1.5,1.5,0.05129482798678281
flex_1,19146,4,1785085449.8116653,1.578431446231089,1.507691771752692,1.5,1.5,0.07880770971545699
flex_1,19147,5,1785085449.8117383,1.5235424445894712,1.5002912689761243,1.5,1.5,0.02354424632186755
flex_1,19152,2,1785085449.8304272,1.4330866732349292,1.486848094940111,1.5,1.5,0.06819359138125422
flex_1,19153,3,1785085449.8384228,1.5982085955379615,1.5041220779070748,1.5,1.5,0.09829506479885396
flex_1,19155,5,1785085449.8475935,1.5339861335778617,1.475114428461767,1.5,1.5,0.04212302157201895
flex_1,19156,2,1785085449.8476686,1.4947438855679307,1.5605141059569336,1.5,1.5,0.06074194398181538
flex_1,19159,5,1785085449.8696287,1.5008073042424528,1.4752165327566422,1.5,1.5,0.024796612444898003
flex_1,19160,2,1785085449.8696795,1.5149871264234012,1.4902121639556944,1.5,1.5,0.0179001590177634
flex_1,19163,5,1785085449.8718128,1.5482077820435451,1.5105457661545212,1.5,1.5,0.049347780429759944
flex_1,19166,4,1785085449.8722303,1.4432365019546052,1.5039037227442789,1.5,1.5,0.05689757254588056
flex_1,19167,5,1785085449.8722718,1.5479883765523694,1.4885381312960206,1.5,1.5,0.04933820748992875
flex_1,19172,2,1785085449.9011638,1.4329530727265871,1.5339034136306526,1.5,1.5,0.07513143092353186
flex_1,19174,4,1785085449.9023058,1.30739703936463,1.31591861317218,1.5,1.5,0.26642420577335574
flex_1,19179,5,1785085449.90811,1.5192272202611128,1.641889792114525,1.5,1.5,0.14318658842668355
flex_1,19180,2,1785085449.908515,1.6037298542414542,1.5013370873332519,1.5,1.5,0.1037384714726898
flex_1,19181,3,1785085449.9152157,1.5756778531394748,1.4956778585986072,1.5,1.5,0.0758011765218295
flex_1,19183,5,1785085449.9306824,1.467104608169835,1.544039628418417,1.5,1.5,0.05496904287771742
flex_1,19186,4,1785085449.9308407,1.3533368546794422,1.4527966050773837,1.5,1.5,0.15407218661244323
flex_1,19192,2,1785085449.9704072,1.5626740223913285,1.5998128175363777,1.5,1.5,0.11785852377854973
flex_1,19194,4,1785085449.9705923,1.5973975059142191,1.5592553197056458,1.5,1.5,0.1140064343435433
flex_1,19195,5,1785085449.970635,1.490629779293488,1.561742793451893,1.5,1.5,0.06244976844898525
flex_1,19196,2,1785085449.9706693,1.5464372036419722,1.431922301985125,1.5,1.5,0.0824074441363795
flex_1,19197,3,1785085449.970704,1.570562490563512,1.4679523178610194,1.5,1.5,0.07749915486640394
flex_1,19206,4,1785085449.9971652,1.5380411543393886,1.3730866701474949,1.5,1.5,0.13249197227652684
flex_1,19207,5,1785085449.9972076,1.6104330886756455,1.4398113940188269,1.5,1.5,0.12577016881756936
flex_1,19208,2,1785085449.9972394,1.558994474336272,1.443795625941518,1.5,1.5,0.0814817750513502
flex_1,19209,3,1785085449.99729,1.5696307694521379,1.4991836612988683,1.5,1.5,0.06963555459226085
flex_1,19212,2,1785085450.0305562,1.54746030185045,1.4433935117906154,1.5,1.5,0.073869985509238
flex_1,19213,3,1785085450.0306778,1.557373750207159,1.488192787124155,1.5,1.5,0.058576082907010725
flex_1,19214,4,1785085450.0307367,1.4201176742793553,1.4531065621673178,1.5,1.5,0.09262926359583563
flex_1,19215,5,1785085450.030785,1.5156814246869965,1.5371310259502633,1.5,1.5,0.040306577234157086
