anchor_id,samples,rate_hz,mean_m,median_m,std_cm,robust_sigma_cm,min_m,max_m,peak_to_peak_cm,reference_distance_m,reference_bias_cm,reference_rmse_cm,reference_p95_abs_cm
2,412,2.293163902618785,2.1959708737864077,2.1944999999999997,1.136516752235894,1.1119499999999762,2.154,2.228,7.400000000000029,2.145821360808024,5.014951297838368,5.1418159949231885,7.017863919197609
3,412,2.293205964813309,2.1724101941747573,2.172,1.1823692366547334,1.3343399999999845,2.14,2.21,6.999999999999984,2.2036431908319463,-3.123299665718898,3.339102366959828,4.964319083194635
4,411,2.293031745792674,2.16845498783455,2.168,1.5497121469528319,1.630859999999952,2.121,2.204,8.300000000000018,2.118321933158414,5.013305467613587,5.24680818423799,7.567806684158596
5,412,2.2919913290167218,2.184242718446602,2.183,1.5775163589200403,1.630859999999952,2.143,2.231,8.800000000000008,2.2206722658915705,-3.6429547444968575,3.969085152037616,6.167226589157071
