role,capture_id,protocol,motion,gps_time,uwb_time,delta_ms,uwb_east_m,uwb_north_m,rtk_east_m,rtk_north_m,error_east_m,error_north_m,error_m,gps_fix_age_ms,gps_speed_mps,position_sigma_m,position_rms_m,geometry_version,alignment_version,alignment_exact_version,alignment_age_s,debiased_error_m
calibration,walk_flex_final,flextdoa,dynamic,1786048638.792866,1786048638.7920923,-0.7736682891845703,0.13646189689874122,-0.6539550824325691,-0.6268579559506091,-1.8610403028444282,0.7633198528493503,1.2070852204118592,1.428184836458748,30.0,0.72,0.195,0.195,98,98,True,2.3247528076171875,1.3463829878173204
calibration,walk_flex_final,flextdoa,dynamic,1786048644.9751687,1786048644.987088,11.919260025024414,2.722757721818002,1.307564457619276,2.5481048354927913,0.6513868390091041,0.1746528863252106,0.6561776186101719,0.6790233411795527,30.0,0.67,0.309,0.309,98,98,True,2.4446535110473633,0.562623764499324
calibration,walk_flex_final,flextdoa,dynamic,1786048654.2726524,1786048654.270737,-1.9154548645019531,0.5517084681418307,-3.970613081845662,1.6787995333616381,-3.946765442526763,-1.1270910652198074,-0.023847639318899105,1.127343328005894,40.0,0.98,0.223,0.223,98,98,True,1.3022806644439697,0.9104115184285672
calibration,walk_flex_final,flextdoa,dynamic,1786048658.0812533,1786048658.0709963,-10.25700569152832,-1.5401230323522297,-4.2428280218118,-0.4210956512895687,-5.372437216546288,-1.119027381062661,1.1296091947344884,1.5900437768805793,60.0,0.67,0.106,0.106,98,98,True,1.002530574798584,1.0312488226744838
calibration,walk_flex_final,flextdoa,dynamic,1786048665.173821,1786048665.1846054,10.784387588500977,-4.6053574920354805,0.3367001970302175,-3.4261855232000746,-1.9588251739910363,-1.1791719688354059,2.2955253710212538,2.5806749623091694,60.0,0.87,0.165,0.165,98,98,True,2.021709680557251,2.028285971584553
calibration,walk_flex_final,flextdoa,dynamic,1786048668.3053234,1786048668.2878697,-17.453670501708984,-2.8985125872393764,2.0738203629863836,-3.474035803579678,0.7925098581322852,0.5755232163403017,1.2813105048540985,1.4046293398602174,60.0,0.72,0.113,0.113,98,98,True,1.081554651260376,1.2447746359309149
calibration,walk_flex_final,flextdoa,dynamic,1786048678.7973545,1786048678.7905102,-6.844282150268555,2.599397490787783,1.940633374404939,2.0608141515537333,2.3304122002323147,0.5385833392340498,-0.38977882582737555,0.6648304643770975,70.0,0.87,0.397,0.397,98,98,True,1.3504536151885986,1.2176262494971035
calibration,walk_native_final,native_ds,dynamic,1786048979.5639565,1786048979.573567,9.610414505004883,0.07979222204509928,-0.7982905324953125,1.8295314666143916,-0.06978320026556795,-1.7497392445692923,-0.7285073322297445,1.8953391140105817,100.0,0.0,0.1,0.097,98,98,True,0.27783727645874023,0.3830952666323687
calibration,walk_native_final,native_ds,dynamic,1786048989.1398215,1786048989.117649,-22.17245101928711,0.09982414866497447,-0.8021274473882878,1.8295314680436738,-0.07422800550688716,-1.7297073193786994,-0.7278994418814007,1.876625963852014,20.0,0.0,0.112,0.109,98,98,True,1.2842955589294434,0.37663117577449146
calibration,walk_native_final,native_ds,dynamic,1786048995.4517093,1786048995.452326,0.6167888641357422,-2.4996264538422057,-3.0893826944311398,-0.05821963245763628,-1.652134508189679,-2.4414068213845694,-1.4372481862414608,2.833045996159871,20.0,0.77,0.3,0.145,98,98,True,1.1914587020874023,1.3455937089136762
calibration,walk_native_final,native_ds,dynamic,1786049002.8342593,1786049002.8450313,10.771989822387695,0.3568447933121959,0.3010032738887185,1.3972707772210466,0.21023948682182642,-1.0404259839088508,0.09076378706689209,1.0443774667405574,30.0,0.93,0.391,0.22,98,98,True,0.3933558464050293,0.743874706640335
calibration,walk_native_final,native_ds,dynamic,1786049004.656682,1786049004.6664069,9.724855422973633,1.5426005114158778,1.3176981037095556,2.429272882931793,1.2803269118911471,-0.8866723715159153,0.03737119181840853,0.8874595767625619,70.0,0.93,0.089,0.083,98,98,True,1.4280197620391846,0.8437305868039622
calibration,walk_native_final,native_ds,dynamic,1786049006.0511928,1786049006.054144,2.9511451721191406,2.0780036268462623,1.8840791627037943,3.311339339126225,2.2492951042141054,-1.2333357122799629,-0.3652159415103111,1.2862735568759804,60.0,0.77,0.086,0.039,98,98,True,0.12316727638244629,0.394824962034265
calibration,walk_native_final,native_ds,dynamic,1786049007.8309517,1786049007.8183572,-12.594461441040039,1.8483512709346908,1.9632106698565428,3.9086881019102133,2.682664052401786,-2.0603368309755226,-0.7194533825452432,2.1823384308420293,60.0,0.15,0.018,0.016,98,98,True,1.2745442390441895,0.5588026440681046
calibration,walk_native_final,native_ds,dynamic,1786049010.5945928,1786049010.6134958,18.903017044067383,0.17400129210257598,0.526521020563802,3.488390512590951,2.6071020978122594,-3.314389220488375,-2.0805810772484574,3.913309791454529,60.0,0.46,0.153,0.148,98,98,True,1.348689079284668,2.405378194554554
