anchor_id,samples,rate_hz,mean_m,median_m,std_cm,robust_sigma_cm,min_m,max_m,peak_to_peak_cm,reference_distance_m,reference_bias_cm,reference_rmse_cm,reference_p95_abs_cm
2,146,2.4558456105484834,2.2196164383561645,2.221,1.2243652978653508,1.0378200000000175,2.18,2.245,6.499999999999995,2.1213203435596424,9.829609479652204,9.905050494557056,11.967965644035772
3,147,2.455806129943554,2.2091496598639457,2.209,1.5456236823134877,1.4826000000000343,2.163,2.248,8.50000000000004,2.1213203435596424,8.78293163043032,8.916983190190093,11.43796564403577
4,147,2.455740898032762,2.193469387755102,2.194,1.7505500553328643,1.7791200000000014,2.134,2.237,10.30000000000002,2.1213203435596424,7.214904419545966,7.4228313228486265,9.937965644035772
5,146,2.4557844206272654,2.2099246575342466,2.209,1.721189869765854,1.7791200000000014,2.172,2.263,9.099999999999975,2.1213203435596424,8.860431397460419,9.024934795232792,11.642965644035764
